,appid,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate,review
310,214360,2012-08-15,8500.0,3.0,3.0,Action,0.0,35.0,Tower Defense,3.0,0.0,0.0,Mostly Positive,,single and multi,1242.0,461.0,4.6,1950.0,37.5,마치 시저 3 하는데 도시 열심히 꾸며놨더니 그지들이 쳐들어와서 다뿌수는기분이다
311,214420,2015-01-29,0.0,6.0,6.0,Action,0.0,27.0,Free to Play,11.0,0.0,0.0,Very Positive,Mostly Positive,,6339.0,2181.0,,,45.9,작살세트 맞추면 양학각이 나옴. 벨런스가 사망하심
312,214490,2014-10-07,21500.0,6.0,1.0,Action,0.0,50.0,Horror,9.0,0.0,1.0,Very Positive,Very Positive,single only,44989.0,3453.0,180.4,10761.0,92.7,"+2021 1.5 평가수정

명작

생각보다 재밌으며
상당히 무섭다

훌륭한 에일리언AI 덕분에

클리어타임은 10~26시간이며 최적화는 잘되있는 편이다"
313,214510,2012-11-28,21000.0,6.0,1.0,Action,0.0,48.0,LEGO,9.0,0.0,0.0,Very Positive,Very Positive,single only,9113.0,1020.0,160.9,5005.0,74.9,"우선 한글화에 힘써주신 분들께 감사드립니다.
원래는 Steambb 전용이었는데 사이트가 폐쇄되었습니다ㅠㅠ
다행히 아래 사이트의 댓글을 통해 구할 수 있었네요.
공유해주셔서 정말 감사드립니다.


인게임 도중에 비디오 설정을 하려고 하면 튕기는 버그와
알 수 없는 이유로 튕기는 버그가 있네요
다른 분들께서 지적하셨던 조작감이 불편하긴 합니다.(패드로 했음에도요)

뭔가 막힌다 싶으면 특정 캐릭터나 아이템(or 도구)이 필요한 것입니다.
저는 가능한 선으로만 진행하고 굳이 돌아가서 해결하진 않았습니다.

전체적인 BGM이 좋고 가끔 있는 위트도 피식하는 재미가 있네요
영화를 다시 보진 않았지만 진행하면서 떠오르는 장면들이 있어 좋았습니다.
각 편들마다 게임 메뉴 화면이 달라지는 등 작은 부분까지 신경 쓴 부분도 있네요.

사람들이 왜 헬름 협곡, 헬름 협곡 하는지 알겠네요.
이 부분 전투와 진행이 너무 재미있었어요.
와 재미있다란 말이 절로 나올 정도였습니다."
314,214550,2014-03-12,7500.0,1.0,1.0,Casual,0.0,14.0,Indie,1.0,0.0,0.0,Very Positive,,single only,570.0,134.0,,,34.0,"케이크를 포기할 수 없어

케이크를 먹기 위해 효과가 다른 각종 포션을 이용하고
많은 구조물들을 적절하게 사용하여 케이크를 먹는 케쥬얼 퍼즐게임입니다.

많은 실행착오를 겪었지만 정말 재미있게 플레이했습니다.
특히 가장 인상적이였던 점은 스테이지별로 주어진 포션과 구조물들을
사용자가 직접 배치시켜서 게임을 플레이한다는 점이 인상적이였고,
창작마당을 이용하여 다른 사용자가 만든 맵도 플레이 해볼수 있는
시스템 또한 마음에 들었습니다.

마지막 챕터의 마지막 스테이지는 살짝 힘들어서 고생했지만
전체적으로 난이도는 어렵지 않은 편이였습니다.

정가기준 살짝 비싸다고 생각되신다면 할인을 기다렸다가
구매하시는 것도 좋을것 같습니다.


[In English] - Translation to help my foreign friends understand.


It is a casual puzzle game where you use various potions with different effects
to eat the cake and eat the cake by using many structures appropriately.

I went through a lot of trial and error, but I really enjoyed playing it.
The most impressive thing was that the user played the game by placing potions and
structures given for each stage directly, and I also liked the system
that allows you to play maps created by other users using the workshop.

The last stage of the last chapter was a bit difficult, but overall the difficulty was not difficult.

If you think the price is a bit high, it is better to wait for a discount before purchasing."
315,214560,,5500.0,1.0,6.0,Action,0.0,38.0,Stealth,6.0,0.0,0.0,Very Positive,Overwhelmingly Positive,single only,15228.0,471.0,6.6,5020.0,91.1,"스토리가 어딘가 난잡하고 쓸데없습니다

근데 그런 건 아무래도 좋아요

경계 근무에 소홀한 초병들을 슥삭하는 재미가 뛰어나거든요

도시에 다 죽이는 쩌는 미치광이 닌자가 있는데

그게 나에요

쩌네!"
316,214570,2012-09-28,8500.0,6.0,2.0,Action,0.0,20.0,Shoot 'Em Up,2.0,0.0,1.0,Very Positive,,single only,211.0,62.0,0.2,119.0,17.5,"종스크롤과 횡스크롤 슈팅을 같이하고 싶으신가요?

이 게임이 해답이 될 것입니다

플레이하면 할수록 강해지는 자신을 느껴보세요!

...농담이 아니라, 죽어야 컨티뉴 횟수가 늘거든요."
317,214590,2012-10-18,8500.0,6.0,6.0,Action,0.0,50.0,Anime,2.0,0.0,1.0,Very Positive,,single only,910.0,160.0,0.3,174.0,51.4,"귀염귀염하고, 여캐의 목소리도 귀염귀염하지만, 게임 액션은 좀 시원한 편입니다.
단점이 있다면 패시브 스킬은 2가지 액티브 스킬은 4가지 밖에 사용할 수 밖에 없어 캐릭터를 강하게 만드는 재미는 좀 덜합니다.
하지만 이 모든 것을 귀여움으로 커버합니다. ^^
그냥 사시는 것도 좋지만, 그래도 세일할때 사시는 것을 추천합니다!"
318,214610,2012-11-09,8500.0,5.0,5.0,Adventure,0.0,0.0,Visual Novel,1.0,0.0,0.0,Very Positive,,single only,487.0,84.0,1.2,276.0,,"스팀에 출시된 이런류 게임중 최악의 주인공이 아닐까...

장점

+고전 미연시 시스템에 충실
+귀여운 아트워크
+2회차 권장


단점

-주인공보다 개성이 없는 공략캐릭터들
-답이 없는 주인공
-짧은 플레이타임



- 일어 버전은 아래 링크에서 구매하실 수 있습니다. (우회 필요)


- 욱일기가 오프닝, 엔딩에 등장

- 실행이 안 될 경우 아래와 같이 여러가지 방법으로 문제 해결이 가능합니다.
ㄴ 여기서 rtp를 설치
ㄴ제어판-시스템-고급시스템설정-고급-성능-DEP-게임 실행파일 추가
ㄴ실행 파일 우클릭-호환성-윈도우 7



스토리에 상관없이 귀여운 일러 하나만 보고 진행이 가능한 게이머분



좀 더 정상적인 노벨류 게임을 하실 게이머분



90년대 청춘을 불태우기 위해 동아리 만담 연구부를 만들려는 주인공의 고군분투기로 적당히 공략캐릭터를 스토킹해서 위치를 파악하고 만나 좋아할만한 주제로 이야기하며 호감도를 쌓고 3명의 컴플리트 이벤트를 보는게 게임플레이의 핵심입니다. 시크릿 캐릭터도 있다보니 1회차에서는 컴플리트 달성하기 힘든 캐릭터가 많아 2회차가 권장됩니다. 다만 문제가 있는데 주인공이 좋게 말하자면 분위기메이커고 나쁘게 말하자면 분위기도 못 읽는 넌씨눈, 일본 사회였으면 100% 이지메를 당했을 캐릭터입니다. 그런 주인공이 만담연구부를 만들어보겠다고 동분서주하면서 억지로 친구를 만드는데 이 과정이 개연성도 없고 심지어 컴플리트 이벤트는 이렇게 친구 먹어도 되나? 싶을 정도로 진정성이 없습니다. 나오는 만담 역시 일어판은 일본사람이 아니면 웃음포인트가 없고 영어판도 마찬가지입니다. 그래도 의외로 정상적인 공략캐릭터도 있고 과거 미연시처럼 전통적인 플레이방식을 고수한 점은 좋았습니다. 이런 주인공이라도 감정이입이 가능하신 분이라면 추천드릴 수 있겠으나 그렇지 않은 분에게는 비추천합니다."
319,214700,2012-08-21,5500.0,4.0,4.0,Adventure,0.0,0.0,First-Person,1.0,0.0,0.0,,,single only,1030.0,659.0,,,,"제일 사지말아야할 스팀겜 다섯 손가락안에 드는 겜
괴랄한 문학적 요소와 그로테스크한 내용과 심각한 플레이타임(3~10분)
이 모든걸 만끽하고 돈자랑하고싶으면 사시라"
320,214730,2013-10-18,16000.0,6.0,2.0,Action,0.0,82.0,Space,2.0,0.0,0.0,Very Positive,Very Positive,single only,5115.0,278.0,205.8,778.0,22.6,지상전이 너무 어렵고 지겹고 말안듣는 유닛들때문에 욕을 한사발씩 하게된다. 해적들이 너무 강해서 해적이 점령하고 있는 지역을 탈환하는것은 거의가 아닌 불가능하다. 그래서 나중에에 할께 없어지는게 문제다. 처음에는 정말 재미있는데 갈수록 할께 없고 텍스트 기반 게임돌 나중에는 피곤해지는게 함정. 뭐 조금씩 즐긴다면 추천한다. 로봇기반 지상전이 이게임 최대의 문제다. 해보면 안다.
321,214770,2013-08-09,15500.0,4.0,4.0,Action,0.0,60.0,Metroidvania,6.0,0.0,1.0,Very Positive,,single only,5333.0,387.0,6.3,1643.0,78.9,일단 한글이 필요하다
322,214790,2012-09-01,4400.0,2.0,2.0,Adventure,0.0,53.0,Indie,1.0,0.0,0.0,Very Positive,Very Positive,single only,1070.0,178.0,,,42.1,"아이작, 슈퍼 미트 보이 와 같은 대작을만든 개발자가 프로토타입짜투리 게임으로 9개 게임을 합쳐 판다
재미는 솔직히 없다 그냥 지루한 수준이고 프로토타입인만큼 게임 개발의 기초를 엿볼수 있달까
팬 아니면 사지말자"
323,214830,2012-09-28,10500.0,6.0,6.0,Action,0.0,35.0,RPG,6.0,0.0,1.0,Very Positive,,single only,1225.0,191.0,3.4,993.0,81.7,"PSP로 정말 재미있게 했던 명작! 한글패치도 있습니다.
단, 후속작인 Half Minute Hero: The Second Coming을 사면
(가격은 같음)
이 게임을 공짜로 주니
부디 저처럼 이것만 먼저 사시는 분은 없길..."
324,214870,2012-11-01,20000.0,6.0,4.0,Action,0.0,107.0,Action,10.0,0.0,1.0,Mostly Positive,,single only,2795.0,826.0,7.6,1899.0,56.0,뇌가 없어도 할 수 있는 게임.
325,214910,2012-09-22,10500.0,6.0,6.0,Action,0.0,16.0,Action,6.0,0.0,0.0,,,single only,263.0,235.0,1.9,199.0,18.9,"비추천!!

그래픽만 좋지 정작 구현된것들은 별거 없다.

비행기들 팩션당 3개 밖에 없고 배들도 간단하게 급별로 1종류씩만 구현.

다른 간단한 아케이드 형식 슈팅 게임처럼 맞추고 피하면 끝은 단순한 게임.

대학생들의 포트폴리오 수준이다."
326,214950,2013-09-02,59800.0,6.0,1.0,Strategy,0.0,188.0,Strategy,9.0,0.0,1.0,Very Positive,Very Positive,single and multi,59279.0,13981.0,4479.4,118240.0,84.0,"로마 토탈워 1 시절부터 토탈워 시리즈를 한 유저입니다.
항상 재밌는 게임을 만들어주는 CA에 감사한 마음을 갖고 있습니다.
다만 DLC를 계속 팔아 먹으실거면 로마2도 공식 한글화를 좀 시켜주시죠."
327,214970,2012-09-12,10000.0,6.0,6.0,Action,0.0,14.0,Action,2.0,0.0,0.0,Very Positive,Very Positive,single only,1332.0,204.0,3.8,317.0,60.1,"생각보다 창의적인 요소들과 적들, 무기가 게임의 재미를 더해줍니다.
명작 고전게임인 Metal Slug시리즈를 연상케 하는 게임."
328,215080,2014-09-19,0.0,4.0,4.0,Action,0.0,36.0,Free to Play,4.0,0.0,1.0,,Mostly Positive,multi only,6564.0,2172.0,271.3,4046.0,13.2,"왁푸온라인이 국제, 아시아 서버를 통합하여 이제 한국ip로도 국제서버로 접속이 가능하게 되었습니다.

제가 왜 이말을 굳이 하느냐 하면, 한국ip로 실행하시면 최초실행에서 자동으로 아시아 서버로 접속되기 때문인데 왁푸가 스팀 연동되기 이전, 왁푸 골수 한국 유저분들은 국제서버를 이용하기 때문입니다.

그러니 아무쪼록, 오랜기간 왁푸를 해오던 한국 유저분들과 같이 하시려면 국제서버로 접속하셔야 합니다.

국제 서버로 접속하는 방법은 여기에 나와있습니다.

소규모로 자기들끼리 노는 경우라면 상관없지만, 같이 어울리시거나 한국 유저분들이랑 같이하고 도움받고 싶으시면 국제서버로 오시기 바랍니다.
(한국 유저는 국제 서버중, 레밍턴 서버에 있습니다.)

가장 큰 한국 왁푸 온라인 커뮤니티는 입니다."
329,215100,,,,,,,,,,,,,,,,,,,,"라그에 대한 제 기억은... 게임을 가장한 유료 쳇팅 프로그램 이라는 것뿐. -_-)
노가리 까기 좋은 게임이죠 넵."
330,215160,2012-08-01,20000.0,5.0,1.0,Adventure,0.0,0.0,Adventure,5.0,0.0,1.0,Very Positive,,single only,1727.0,163.0,5.2,332.0,,"근래에 포인트앤클릭 어드벤처하면 데포니아를 비롯한 데달릭의 게임들이 생각나지만 편하게 즐기기엔 다소 어려운 난이도로 몰입을 어렵게 만드는 게임이 대부분이였다.
그에 비해 북 오브 언리튼은 장르적 특성을 잘 살리면서도 유저 편의를 위한 다양한 장치를 둠으로써 난이도를 적절히 조절하는데 성공한 것으로 보인다. 예를 들어 더 이상 사용되지않는 장소나 아이템에 대해 아이콘을 지워 불필요한 반복 작업과 유저의 혼란을 줄여 스토리에 좀 더 몰입할 수 있게 해준다.
물론 이러한 모든 요소는 완성도있는 한글화가 없었다면 다 부질없는 내용이다. 사실 데달릭의 게임들을 비롯한 기존의 포인트앤클릭 장르의 게임들이 어렵게 느껴지는건 한글화가 되지 못한 영향도 무시하지 못하기 때문이다.
간만에 짧은 시간이나마 푹 빠져 플레이할 수 있었던 게임을 만나 기쁘다. 클래식이라 할만함. 강추!

*추천 포인트

- 포인트앤클릭 어드벤쳐의 초심자도 스트레스 없이 진행할 수 있는 난이도 설계
- 개성있는 캐릭터와 유머와 위트 넘치는 짜임새 있는 스토리로 몰입도 높음
- 불필요한 반복작업 배제로 적절한 플레이 타임 확보
- 호불호가 크게 갈리지 않을 만한 그림체
- 높은 수준의 한글화"
331,215280,2017-08-01,0.0,2.0,2.0,Action,0.0,0.0,Massively Multiplayer,3.0,0.0,1.0,,,multi only,5640.0,2787.0,64.5,3740.0,,"30시간 넘게 플레이하고 평가 남겨봅니다 앞으로도 계속 플레이 할 예정이고 같이 하고 싶은
분들은 친주주셔요 ~ !

++현재 60시간 넘기고 수정합니다
한국인 길드 만들었으니 들어오실분은 친추 및 말걸어주셔용

일단 게임자체는 굉장히 재밌습니다 특유의 어두운 스토리와 분위기하며 오픈월드에 높은
자유도 까지!

단점은 영어다 보니 영어의 압박을 느낄때도 있고 일본 게임이나 요새 우리나라 게임처럼
캐릭터가 현실 사람보다 이쁘지가 않습니다

게임의 특이한점은 다른 평범한 게임과는 다르게 퀘스트 받고 맵마커만 졸졸 따라간다고
깰 수 있는 퀘스트가 아닌 미션 로그를 하나하나 읽어보고 생각과 고민을 해보고
때로는 탐정이 되어야하는 퀘스트들이 존재하며

일루미나티가 세계관에 존재하는데 이들 관련 퀘스트는 정신이 나갈정도의 높은 난이도로
이루어져 있습니다
(물론 이런 퀘스트들은 필수가 아니고 어디까지나 서브 퀘스트 이지만 한국인 종특으로 지나칠 수가 없어서 힘드실지도)

* 스포
(일루미나티 극초반퀘중 하나를 예를들면.. 퀘스트를 주는데 맵에 아무 마커가 없습니다
적혀있는 설명은 일루미나티 심볼을 따라가라는게 전부고 바로앞에 심볼이 하나 있는데
심볼에는 lux omnia vincit 라 적혀있습니다

이 심볼들은 하수도 뚜껑이며 이걸 따라가다보면 창고뒤편에 큰 일루미나티 심볼이 숨겨져있습니다 여기에 말을걸면 또 그냥 아무 마커없이 숨겨진 장소를 찾기위한 힌트를 찾아라 라는
미션을 줍니다.

힌트는 한 건물 1층에 그림중 하나이며 이 그림에 말을 걸면 숨겨진 장소를 찾아라 라고 나옵니다.

숨겨진 장소는 교회에서 조금 떨어져있는 지하창고 이며 여기를 들어가기 위한 비밀번호가
필요하며 비밀번호는 120 입니다 알아내서 적어야합니다.

들어가고 나서 컴퓨터를 사용하는데 비밀번호가 또 필요하답니다
컴퓨터 비밀번호는 제일 처음 나온 lux omnia vincit 입니다 적어 넣으면 비밀입구가 열립니다!

뭐가 어렵냐구요? 이정도는 몸풀기 입니다 진짜는 비밀통로 안에서 일어납니다
불타버린 악보를 보고 음악 연주하기.. 특정 글을 보고 문양 맞추어 넣기 등등..
퀘스트 하나 깨는데 2시간이라는 시간이 걸릴정도로 장난아닌 퀘스트 였습니다

- 그리고 또 어떤 퀘스트들이 있냐면 상자를 열려면 뜬금없이 비밀번호를 적으라는 미션이있는데 비밀번호를 찾으려면 실제로 존재하는 특정 홈페이지에 들어가서 그 홈페이지에 책소개
누른다음에 상자와 관련이 있는 책을 찾고 그 책의 10자리 PIN 번호가 비밀번호 입니다.

게임 만든사람이 정말 대단하다 싶은 게임이며 그걸 풀어내는 우리도 대단해 지는듯한 게임입니다)

관심이 있으시면 스팀친주 주시면 많이 도와드리겠습니다~"
332,215390,2012-08-29,43000.0,6.0,6.0,Action,0.0,36.0,Action,5.0,0.0,1.0,,,single only,8.0,8.0,,,75.4,
333,215450,,8500.0,6.0,6.0,Action,0.0,35.0,Indie,8.0,0.0,0.0,Positive,,single only,49.0,3.0,,,33.6,
334,215470,2012-10-30,8500.0,6.0,6.0,Action,0.0,69.0,Dinosaurs,1.0,0.0,1.0,Mostly Positive,,,4490.0,1358.0,,,92.2,너무 재미가 없네요.
335,215510,2012-10-16,5500.0,6.0,6.0,Adventure,0.0,29.0,Indie,12.0,0.0,0.0,Very Positive,,single and multi,2421.0,633.0,,,62.3,"이리 오너라~ 업고 놀자! Rocketbirds: Hardboiled Chicken!
이 닭대가리 게임은 주인공이 새(Bird)이며 공주를 구하기 위해 적진에 뛰어들어 깽판을 치는 게임으로서, 로컬/ 2인 협동도 지원되는 액션, 퍼즐 플랫폼(횡이동) 방식의 진행게임이다.

특이점은 협동 진행시 상대를 업을수 있고, 업어야 가능한 점프대라던가 퍼즐이 따로 있다는 점이 인상적이었다.

+ 카툰 방식의 그래픽, 스테이지별 구성이 돋보이는 독특한 케릭터 & 배경 디자인
+ 총기난사와 퍼즐로 조합된 액션 구성과 총기난사 타격감
+ 싱글과 따로 있는 2인 협동(Co-op) 지원
+ 병맛 느낌의 전체적인 분위기
+ 공식 한국어 지원.(옵션에서 한국어 체크)

- 플레이 타임이 짧은 2인 협동 (10 스테이지/ 약 3시간 정도면 끝)
- 방패를 든 적군 (뒤잡기 힘들다..ㅠㅠ)

케릭터들이 새들이고 말칸이 없으면 알수없는 새소리로 대화하고, 상대를 업고 놀아야 하는 컨셉은 참 오래 기억될것 같다. 중간 중간 개그요소의 대화들도 재미있었다.

구해주면 도망가고 구해주면 도망가는 공주를 죽여버리고 싶었고, 공주의 다소 저렴한 퀄리티 때문에 '게임 종료를 해야 하나...' 하고 살짝 망설이기도 했지만 전체적인 병맛 느낌이 너무 좋아 잘 즐겼다.

한마디로 그냥 생각없이 켰다가 즐거워진.. 그런 게임 !!"
336,215530,2013-05-23,16000.0,4.0,4.0,Action,0.0,95.0,RPG,10.0,0.0,1.0,Very Positive,Very Positive,single only,7411.0,1515.0,24.2,4210.0,86.0,"디아블로 방식
스킬정리 된곳이 없어서
스킬쪽은 확답은 어렵지만
초반은 디아2 느낌이 있고
무기 바꿔쓰는 맛이 있습니다
패드지원 goood
미진동 noooo
난이도는 적당한 느낌입니다"
337,215550,2016-10-31,10500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,1.0,,,single and multi,152.0,183.0,,,,"니들 솔직히 이 게임 만들고 안해봤지?
비융신들"
338,215630,2013-10-25,11800.0,2.0,2.0,Action,0.0,49.0,RPG,5.0,0.0,0.0,,,single only,612.0,287.0,,,59.5,"지금까지 칼립소에서 배급한 RPG 를 세 번 해봤다. 처음은 《The First Templer》, 다음은 《Blood Knight》, 그리고 마지막으로 이 《데모니콘》. 와, 이렇게 나열해놓고 보니 거의 수준 떨어지는 RPG 만 골라서 플레이한 격이다. 이런 진흙탕 싸움에서 누굴 승자로 택해야 남들이 보기에 더 납득이 될까. 생각할 필요도 없다. 저 후보들 중에서는 《데모니콘》이 제일 잘 만들었고, 그나마 재밌게 즐긴 RPG다. 이야기, 조작, 전투, 플레이 타임, 편의성, 도전과제 등 모든 부문에서 압살이다, 압살인데··· 저 게임들과 비교했을 때야 그렇지 사실 플레이하는 내내 '아, 뭔가 너무 나사가 많이 빠졌는데.' 라는 느낌이 사라지질 않는다.

+ 하품이 절로 나올 정도로 쉬운 전투
+ 보스전도 매우 쉬움
+ 캐릭터의 스텟, 기술, 마법 능력을 업그레이드 가능
+ 둔기, 도검 두 가지 계열의 무기가 존재
+ 회피시 '무적' 판정
+ 잦은 오토 세이브로 죽을 때의 부담도 없는 편
+ 다양하게 펼쳐진 선택의 분기점
+ 공.식.한.글.화(번역기가 아니다, 나름 신경쓴 로컬화)
+ 트레이딩 카드 존재(플탐 대비 파밍시간 적절)

- 게임 킬 때마다 뜨는 '칼립소 런처'가 꼴보기 싫음(가입 안 해도 되서 천만다행)
- 도전과제 올클리어를 위해 이론상 최소 '2회' 반복 플레이가 필요
- 도전과제를 위해 '일부러 물약을 250번' 이나 사용해야하는 귀찮음
- 마을에서 이동속도가 조금만 더 빨랐으면 어땠을까
- 실패한 레벨 디자인(초반이 고통, 후반으로 갈수록 기막힐 정도로 쉬워짐)

일단 순수하게 솔직히 가성비는 괜찮다. 근데 '게임 자체의 수준'이 떨어져 보이는 건 어쩔 수 없어서 10,500원에 사기엔 '음, 돈 아까운데?' 라는 생각이 절로 드는 것도 사실. 선택 분기가 꽤나 많이 나오며, 각각마다 도전과제가 존재해서 무조건 최소 2회차는 해야 하는데······ 실제로는 그냥 3회 반복이라고 보면 된다. 왜냐? 이 게임을 처음 하는 유저가 멀록 산을 넘길리가 없기 때문이다. 플레이하면서 알게 된다. 초반이 가장 어려웠던 구간이었음을. 개사기 스킬들인 딱 네 가지를 배울 때 쯤엔 전투가 말이 안 나올 정도로 쉬워진다. 그리고 반격이랑 패리? 그딴 거에 투자하지 말자. 포인트만 아깝다. 구르기 회피가 '무적 판정'인데ㅡ심지어 구르는 모션 처음부터 끝까지 무적ㅡ 공격력이나 지구력, 마나만 다 찍어라. 아, 그리고 명심하자. 첫 시작을 무조건 로 플레이하길. 믿어라, 그래도 전투가 개쉽다. 괜히 노말했다가 시간만 더 날린다. 마지막 헬 난이도도 위의 '개사기 스킬' 때문에 편안하게 날먹 가능."
339,215670,2012-06-01,5500.0,6.0,6.0,Adventure,0.0,12.0,Indie,1.0,0.0,0.0,Mostly Positive,,single only,1124.0,550.0,,,7.8,노잼
340,215690,2013-05-01,10500.0,4.0,1.0,Action,0.0,19.0,Action,6.0,0.0,0.0,Very Positive,,single and multi,931.0,278.0,1.6,448.0,36.2,손으로 패는맛이있다
341,215710,2013-01-11,10500.0,6.0,6.0,Action,0.0,59.0,Tower Defense,1.0,0.0,0.0,Very Positive,,single only,375.0,65.0,7.4,646.0,56.5,"흔하디 흔한 디펜스 게임. 딱히 특별한 것도 없고 그냥 그럭저럭 할만한데 최적화가 너무 안 돼서 로딩시간도 너무 길고 그림만 이쁘지 썩 재미있지는 않다. 이 거 할거면 차라리 킹덤 러쉬 시리즈 올별 클리어를 도전하겠다.

평점 : 1/5"
342,215770,2012-09-05,5500.0,5.0,5.0,Action,0.0,30.0,Indie,2.0,0.0,1.0,,,single only,55.0,49.0,27.1,182.0,11.1,"타워로 어둠을 밝힌다는 점은 색다르지만, 여타 타워디펜스와의 차이점을 크게 보여주지 못하고 계속 플레이 하도록 이끄는 매력도 적어보입니다. (2단계까지 클리어 하고 나왔습니다.)"
343,215790,2012-09-20,7500.0,6.0,6.0,Casual,0.0,0.0,Simulation,8.0,0.0,0.0,,,single only,325.0,494.0,1.3,10933.0,,"게임을 하라는건지 말라는건지 모르겠다.
실행할때마다 키를 입력하라고 한다.."
344,215830,,,,,,,,,,,,,,,,,,,,"한국에 계신분들은 굳이 스팀버전으로 안하시는게 좋을지도 모르겠습니다

사실상 그래픽이야 제 컴터 문제일거라 생각하겠지만

타격감은 좋고 모션감도 뛰어난데 머랄까 스팀으로하니 한글이 안나와서 불편하기 따름입니다

개인적인 견해이나 재미있는게임이지만 로딩시간 단축용 최적화가 시급할것같네요

이외에는 만족스러운 게임입니다"
345,215870,2013-03-14,0.0,4.0,2.0,Free to Play,0.0,20.0,Free to Play,2.0,0.0,0.0,,,,163.0,226.0,0.0,368.0,15.5,
346,215930,2004-03-08,7500.0,6.0,6.0,RPG,0.0,0.0,Strategy,5.0,0.0,0.0,Mostly Positive,Mostly Positive,single only,984.0,313.0,55.5,5689.0,,"잠깐!!! 사기전에 다시한번 생각해봐!
현명하게 선택하시길"
347,216090,2013-03-15,10500.0,5.0,5.0,Casual,0.0,26.0,Tower Defense,1.0,0.0,0.0,Very Positive,,single only,423.0,47.0,3.4,263.0,58.2,"바베큐를 탐내는 공룡들을 집으로 돌려보내주자.

......라곤 했지만, 실은 그냥 다양한 포탑을 배치해서 공룡들을 쓰러뜨리는 게임이다. 이걸 공룡을 '집으로 돌려보낸다.'라고 표현을 했는데, 실상은 공룡들을 죽이고 그 뼈를 화석으로 만들어 버린다. 라는 걸 점잖은 표현으로 '집으로 돌려보낸다.'라고 한 건 아닐까 생각해본다.

굉장히 쉬운 난이도를 자랑하는 디펜스 게임이다. 각 스테이지에 튀어나오는 코코넛 열매를 획득하고, 배치된 타일에 맞게 다양한 포탑들을 짓고, 몰려오는 공룡들을 막아내는 전형적인 디펜스 게임이다. 게임을 진행하면서 새로운 포탑을 하나하나 획득해나가긴 하는데, 스테이지 배치상의 문제도 있고 해서 어쨌든 사용하게 되는 포탑은 조금 뻔한 감이 있다. 그 밖에 다양한 파워업들도 있는데, 폭탄이 정말 좋다. 아니, 그냥 포탑들 배치 적당히 하고 폭탄만 적절히 쓰면 퍼펙트 클리어도 상당히 쉽게 느껴질 정도다.

다른 건 다 무난한데, 맨 마지막 도전과제인 '10,000마리 쓰러뜨리기'는 조금 과한 감이 있다. 게임이 끝날 때쯤 집으로 돌려보낸(절대 '죽인'이 아니다.) 공룡들 수가 보통 5천~6천 정도 되는데, 나머지 공룡수를 충족하려면 결국 노가다를 해야한다. 그것도 꽤나 오랜 노가다를 말이다. 도대체 무슨 생각으로 도전과제를 이따구로 넣어놨는지 모르겠다. 딱 5천, 많아봐야 7천 정도가 적절했을 것으로 보인다.

어쨌든 상당히 쉬운 디펜스 게임. 쉬워도 너무너무 쉽다."
348,216110,2012-08-25,5500.0,2.0,2.0,Action,0.0,25.0,Action,6.0,0.0,0.0,Very Positive,,single only,916.0,219.0,1.7,104.0,88.2,모바일 선에서 끝내자
349,216130,2012-11-03,10500.0,6.0,6.0,Indie,0.0,30.0,4X,2.0,0.0,0.0,,,single only,40.0,110.0,,,32.1,"버그 존나 많고, 게임이 재미가 없음. 대규모 전투??? ㅋㅋㅋㅋㅋㅋㅋㅋ 스샷에서 보여지는게 저게 거의 최대임. RTS로 4X를 만들면서 보드게임식으로 만든......전투도 다이나믹하지 않고 멈춰서서 뿅뿅날림. 스팀 절대진리. 메타스코어 75점 이하 게임은 쳐다도 보지 않을 것. 근데 이건 53점임. 걍 개쓰레기게임."
350,216150,,,,,,,,,,,,,,,,,,,,한국어로 만들어놓고 한국어 지원안되는 병신게임
351,216210,2012-09-14,10500.0,5.0,5.0,Adventure,0.0,0.0,Adventure,2.0,0.0,0.0,,,single only,87.0,42.0,,,,"When I played Lost Horizon 2,
I realize this game is not bad."
352,216260,2014-06-26,20500.0,6.0,6.0,Indie,0.0,35.0,Sports,1.0,0.0,0.0,Very Positive,,single only,605.0,74.0,8.0,278.0,76.6,
353,216290,2012-09-14,5500.0,6.0,6.0,Indie,0.0,18.0,Indie,1.0,0.0,0.0,Very Positive,,single only,213.0,20.0,0.0,100.0,79.7,재미서요
354,216330,2012-11-03,,1.0,1.0,Action,0.0,0.0,Action,7.0,0.0,0.0,,,single only,5.0,3.0,,,,forever yes
355,216670,2012-08-29,7500.0,6.0,6.0,Indie,0.0,0.0,Strategy,1.0,0.0,0.0,Positive,,single only,51.0,4.0,1.2,232.0,,말이 필요없는 시간 잡아먹는 갓겜
356,216890,2012-10-12,16000.0,6.0,6.0,Sports,0.0,22.0,Sports,6.0,0.0,0.0,Mostly Positive,,single only,1338.0,318.0,16.3,1917.0,14.0,
