,Unnamed: 0,appid,title,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate,review
616,616,618670,One Bullet left,2018-02-27 00:00:00,4400.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,7 user reviews,single only,4.0,3.0,,,,
617,617,618690,Gorescript,2017-06-15 00:00:00,,6.0,6.0,Action,0.0,28.0,Action,1.0,0.0,1.0,,positive,single only,62.0,5.0,,,33.9,
618,618,618710,Elminage ORIGINAL - Priestess of Darkness and The Ring of the Gods,2017-11-29 00:00:00,10500.0,6.0,2.0,RPG,0.0,0.0,RPG,1.0,0.0,0.0,,positive,single only,49.0,6.0,1.0,14.0,,한글을 달라고요 ㅠㅠ
619,619,618720,1bitHeart,2017-08-28 00:00:00,3300.0,6.0,2.0,Adventure,0.0,60.0,Indie,2.0,0.0,1.0,,very positive,single only,617.0,52.0,3.5,64.0,80.2,"file read error뜨면서 black2.png 파일을 찾을 수 없다고 자꾸떠서 게임을 못하겠음
배경도 다깨지고 이유를 모르겠다"
620,620,618740,Beat Hazard 2,2019-10-16 00:00:00,19500.0,5.0,5.0,Action,0.0,62.0,Music,16.0,0.0,1.0,mostly positive,very positive,single and multi,1709.0,244.0,9.0,417.0,60.1,"EARLY ACCESS REVIEW
비트 해저드 1 출시 이후 8년 반이란 시간이 지나 2로 돌아온 비트 해저드 2입니다.
(zi존 박스 제외한 PC 기준)

그간 수 많은 작품들이 전편보다 나은 속편은 없단걸 다시금 느끼게 해줬으나 전편보다 나은 속편들은 분명히 존재하고, 비트 해저드 2도 그 중 하나에 들어갈 수 있다고 생각합니다.
아무튼 얼리만 무사히 여러 컨텐츠들을 '추가해서' 끝낸다면 말입니다.

개발자가 전부 스무스하게 풀리면 얼리가 끝난다 했던 9개월이 지난 지금 평가를 갱신하자면.

기존 1편과 크게 다를게 없어 'Beat Hazard : Remastered Edition (Double Price)' 상태이던 초기와 다르게 개발자가 공지했던 기능들 중 업적과 트레이딩 카드를 제외하고 전부 추가되었고, 되어가는 상태입니다.

- 스팀 워크샵 및 커스텀 쉽 지원
- 기존 최고 난이도이던 아포칼립틱의 상위 난이도인 젠 난이도 추가
- 더 많아진 퍽과 무기 ( EMP, 터렛, 드론 등 )
- 더 많아진 적과 2배는 늘어난듯한 보스.
물론 보스 유형이 웜과 함선 형태에서 크게 벗어나지는 않았습니다.

아직 모든 컨텐츠가 추가되지 않아 얼리액세스 상태이지만, 이 정도면 충분히 후속작이라 부를 수 있다라 느낍니다.

개인적으로 이 게임의 본질이자 의의는 '과할 정도로 넘치는 300% 이펙트와 함께 즐기는 빠르고 경쾌한 음악' 이라 생각하는지라 자신이 눈 아픈건 싫다 싶으면 추천하지는 않습니다만 그게 아니라면 추천하는 게임입니다."
621,621,618750,Choose Wisely,2018-01-13 00:00:00,4400.0,4.0,4.0,Adventure,0.0,15.0,Choose Your Own Adventure,1.0,0.0,0.0,,mostly positive,single only,53.0,21.0,20.5,631.0,3.8,
622,622,618760,IronBorn,2018-09-13 00:00:00,5500.0,4.0,4.0,Adventure,0.0,0.0,RPG,1.0,0.0,0.0,,mostly positive,single only,22.0,8.0,45.7,557.0,,
623,623,618850,Pumpkin Days,2021-02-02 00:00:00,26000.0,6.0,6.0,Casual,1.0,51.0,Farming Sim,1.0,0.0,0.0,,very positive,single and multi,414.0,66.0,6.9,465.0,34.5,"EARLY ACCESS REVIEW
korean plz~ 한국어 부탁드립니다!"
624,624,618920,Dungeon Escape VR,2017-04-08 00:00:00,5500.0,6.0,6.0,Indie,0.0,0.0,Indie,1.0,0.0,0.0,,very positive,single only,140.0,24.0,0.3,16.0,,"70%세일해서 1,650원 주고 샀는데 충분히 살만합니다.
easy모드는 매우 쉽고 하드모드도 쉽습니다.
영어만 할줄 알고 방탈출 좋아하면 추천할만합니다.
빠르게 클리어 하면 1시간 30분 이내로 두 모드 클리어 가능하니 저처럼 환불받으세요.ㅎㅎ"
625,625,618950,Agatha Knife,2017-04-28 00:00:00,13000.0,5.0,5.0,Adventure,0.0,30.0,Indie,7.0,0.0,1.0,very positive,very positive,single only,367.0,21.0,2.8,19.0,79.2,"오늘만큼은 똥겜마크가 아닌 갓겜마크를 찍고싶습니다.
9월에 한글패치 나오면 꼭 꼭 사세요

연두가 보장합니다."
626,626,618970,Outcast - Second Contact,2017-11-14 00:00:00,15500.0,6.0,2.0,Action,0.0,41.0,Adventure,7.0,0.0,1.0,mostly positive,very positive,single only,553.0,142.0,4.8,238.0,53.8,"포탈을 타고 이리저리 이동을 하고 적대적인 이들과 싸우고
자유도가 꽤나 높은 것 같은대....
내 취향은 아닌걸로

조작감 적응 안됨
조준 적응 안됨
적이 피격된건지 아닌건지 파악이 어려움
뭘 해야할지 잘 모르겠음"
627,627,618990,Into Oblivion,2018-07-31 00:00:00,5500.0,6.0,5.0,Casual,0.0,40.0,Card Battler,1.0,0.0,1.0,,positive,single only,13.0,1.0,,,28.6,
628,628,619000,Riley Short: Analog Boy - Episode 1,2017-06-02 00:00:00,2200.0,6.0,6.0,Action,0.0,11.0,Indie,1.0,0.0,1.0,,2 user reviews,single only,1.0,2.0,,,73.3,
629,629,619100,Spirit Guide Crucible,2017-04-25 00:00:00,2200.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,1 user reviews,single only,1.0,1.0,,,,
630,630,619150,while True: learn(),2019-01-18 00:00:00,13500.0,5.0,5.0,Indie,0.0,31.0,Programming,18.0,0.0,1.0,very positive,very positive,single only,5485.0,477.0,21.9,819.0,92.8,"엔딩보고 후기 작성하는 AI 전공자입니다.

while True: learn()은 AI 발전의 역사를 담은 교육용 게임 성향이 강한 게임입니다.
내용은 1930년대 AI 초기에 나온 알고리즘부터 요즘 한창 유행하는 deep neural network까지 담고 있습니다.
각 알고리즘은 게임 내에서 퍼즐조각(모듈)으로 해금해서 사용 할 수 있고, 각 모듈 첫 등장 시에 간단한 설명과 함께 해당 알고리즘을 공부해 볼 수 있는 유투브, 위키 링크를 같이 제공 하고 있습니다.

이런 교육용 특성을 가진 게임입니다만, 교육목적으로도, 게임완성도적으로도 아쉬움이 남습니다.
먼저, 각 모듈에 대한 직관성이 떨어지는 것 같습니다. Genetic algorithm을 돌릴때에 왜 트레이닝 후에 진화버튼을 눌러줘야 하는지, neural net돌릴때 왜 gradient descent 모듈이 트레이닝때만 붙었다가 테스트 이후로는 떼버려야하는지 등,,, 뭔가 기계학습 방법들을 퍼즐조각으로써 표현해 보려는 노력은 느껴집니다만 이걸 일반인이, 혹은 유투브, 위키등으로 간단하게만 배운 사람이 푼다고 했을때 이런 기믹을 쉽게 받아들일 수 있을까에 대한 의문이 생깁니다. 제 생각에는 유전자 알고리즘 등장 후 부터 사람들이 '어? 뭔진 모르겠는데 통과네'하면서 넘기다가 직관적이지 않은 퍼즐들에 나가 떨어질 것 같습니다. 각 모듈 첫 등장 시에 그냥 유투브나 위키링크만 제공할 게 아니라 게임 내 적으로 모듈 내부 동작을 보여주는 스테이지도 있었다면 좋았을 것 같네요.

다음으로 게임 처음부터 거의 마지막까지 네모세모동그라미/적청녹 인풋만 사용하는데 이 부분이 상당히 아쉽습니다.
기계학습은 다양한 데이터에 대해 적용되고 있고, 그렇기에 재밌는 것인데 이부분이 없어서 게임이 좀 지루하게 가는게 아닌가 싶습니다. 스토리 자체도 '고양이와 대화하고싶다!' 이고 고양이 음성 인식시스템만드는 건데 인풋이 동그라미세모네모에서 끝이라뇨...
중간중간 미션들도 데이터 정말 다양하게 주는데(투표예측, 사진분류, 음성인식 등) 이런 걸 전부 적청녹/네세동 으로 만들어버려서 많이 아쉽습니다.

얼리억세스에서 정식버전으로 바뀌었는데, 이 이상으로 또 업데이트가 될 것인지 모르겠으나 조금 보완이 되었으면 좋겠습니다.
현재 버전기준으로는 이걸로 기계학습 배운다는 좀 힘들것 같고요, 'AI역사 간단하게 담은 퍼즐게임' 정도가 될 것같습니다.
게임 내 소재에 관한 아쉬운점이 좀 있지만 안풀리던 퍼즐 급 풀리면서 금메달 딱 뜰때 쾌감 같은건 타 퍼즐 게임과 같이 느낄 수 있기 때문에 퍼즐 게임 자체로는 문제가 있어보이진 않습니다.
10점 만점 주라면 6~7점 줄것같고 5점은 넘길만 하다 생각해서 게임 추천합니다찍고 갑니다."
631,631,619210,4D Toys,2017-06-03 00:00:00,16000.0,6.0,6.0,Indie,0.0,0.0,Simulation,1.0,0.0,0.0,,very positive,single only,145.0,23.0,1.3,12.0,,"아기가 다양한 모양의 구멍에 알맞은 도형을 꽂아 넣는 걸 왜 제대로 하질 못하는지 이해할수 있도록 만든 게임입니다.
한번 4차원 구멍에 3차원의 시각으로 4차원 도형에 알맞게 집어넣어 보세요.

아기는 3차원의 구멍에 2차원의 시각을 가지고 있기 때문에 어려움을 겪습니다.
그걸 한 차원 끌어 올리면 우리 또한 4차원의 아기가 됩니다."
632,632,619220,GoBlock's Impossible Medley,2017-04-15 00:00:00,1100.0,5.0,5.0,Casual,0.0,26.0,Indie,1.0,0.0,0.0,,mostly positive,single only,13.0,3.0,2.5,375.0,1.3,
633,633,619230,VEmpire - The Kings of Darkness,2019-07-25 00:00:00,15000.0,6.0,6.0,Casual,0.0,0.0,Card Game,1.0,0.0,0.0,,mixed,single only,19.0,7.0,0.0,9.0,,
634,634,619270,Wolf's Fury,2019-05-03 00:00:00,13500.0,5.0,5.0,Action,0.0,24.0,Action,4.0,0.0,1.0,,6 user reviews,single only,7.0,1.0,,,38.0,
635,635,619280,Gloom,2017-04-13 00:00:00,10500.0,5.0,5.0,Action,0.0,36.0,Indie,1.0,0.0,1.0,,very positive,single only,447.0,92.0,,,91.3,"참을 수 없는 가벼움을 가진 유니크한 로그라이크 게임.

로그라이크 게임이라 함은, 엔터 더 건전이라던지 아이작등을 생각하실 분들이 많으리라 생각합니다. 저같은 경우 이런 게임들을 힘들어하는데 그 끝이 보이지 않는 느낌이라고 해야할까요. 도전하는 순간은 짧고 트라이하는 시간은 길디 깁니다. 특히 엔터 더 건전을 할떈 '내가 정말 할 수 있을까?'하는 고뇌까지 느껴질 정도로 그 난이도는 어렵게 느껴졌습니다.

그런 저같은 사람을 위한 게임이 바로 글룸입니다. 다크한 세계관을 하고 진행할 때마다 랜덤한 아이템을 먹고 해당 스테이지 보스를 깨야합니다. 이 게임이 위에 언급한 두개의 게임과 다른 차별점은 바로 '가벼움'입니다.

시스템은 간단하며 숙지하는데 어려움이 없고 적들의 공격 역시 배우는 기간이 무척 짧습니다. 스테이지간의 길이도 초회차 이후 엄청나게 단축됩니다. 기본적으로 피지컬을 요구하긴 하지만 그 피지컬의 요구량이 무척 적습니다. 트라이 기간이 짧고 횟수가 길다는 것은 언제든지 재도전이 빠르게 이루어질 수 있다는 뜻이지요. 적들의 공격도 '압도적'이라는 생각은 전혀 들지 않으며 금방이라도 다시 도전하고 싶어지게 합니다. 음악도 훌륭합니다.

물론 아쉬운 점은 몇가지 있는데 일전에도 지적한 부분들입니다. 무기간 밸런스가 조금 아쉽습니다. 무거운 무기에 이득이 전혀 없다고 느껴질 정도로 가벼운 무기와의 데미지 차이가 강하지 않으며 오히려 공속이 빠를 수록 빠른 회피를 할 수 있어 리스크가 적은 무기일 수록 게임에 유리합니다.

또한 부무장, 아이템 간의 밸런스도 무척 아쉬운데 일단 화염 방사기 - 기관총이 공략에 매우 유리하며 액세서리는 흡혈 옵션이 붙거나 스탯 위주일 수록 좋습니다. 패리와 관련된 아이템은 별로 먹어본적이 없던 것 같습니다. 그리고 이 게임의 지나치게 단순한 색 선택도 조금 다채로운 느낌을 주기엔 아쉬웠던 것 같습니다.

최근..은 아니지만 제작자 분이 대규모 패치를 하셨는데 나름대로 DLC급인 업데이트였습니다. 제작자분의 컨텐츠 업데이트에 많은 감사를 드리고 싶지만 영어를 못하는게 아쉽습니다. 로그라이크를 좋아하신다면 사서 하시는 것도 나쁘지 않을 것 같습니다. 저 역시 재미있게 했으며 하는 중입니다."
636,636,619290,Out of the Park Baseball 19,2018-03-22 00:00:00,20500.0,4.0,4.0,Indie,0.0,78.0,Baseball,1.0,0.0,0.0,,very positive,single only,631.0,108.0,20.3,1508.0,51.4,한국어만 되면 한국에서 FM급 갓겜된다. 이건 확실해
637,637,619310,Ways of History,2017-09-01 00:00:00,0.0,6.0,6.0,Free to Play,0.0,0.0,Free to Play,3.0,0.0,0.0,,mixed,multi only,113.0,115.0,9.4,286.0,,"[[ 그래픽 ]]
진짜 같다
멋있고 좋다
좋다
괜찮다
■ 안 괜찮다
불편함
눈을 가리고 싶어진다

[[ 사운드 ]]
매우우우우우 좋다
너무 좋다
좋다
■ 괜찮다
싫증난다
좋지 않다
귀 막고 싶다
없음

[[ 인터페이스 ]]
게임이 나를 엄마보다 잘 챙겨준다
유저 친화적
크게 불편하지 않다
■ 약간 귀찮다
비효율적이고 답답하다
플레이 자체가.....

[[ DLC ]]
■ 없다
캐릭터 꾸밈 컨텐츠나 가벼운 추가 컨텐츠(무기, 아이템, 추가 임무)를 구매할 수 있다
확장판 수준의 컨텐츠 추가 DLC가 하나 혹은 몇 개 있다
컨텐츠의 대부분을 DLC로 발매한다
DLC를 구매하지 않으면 게임 플레이에 지장이 있음

[[ 모드 ]]
모드가 이 게임의 핵심
다양하고 종류가 많음
비공식 추가 컨텐츠 모드들이 있음
텍스처 개선 및 커스텀 스킨 등 가벼운 모드 위주
■ 모드 설치 불가능 또는 모드 제작자 없음

[[ 난이도 ]]
발로 할 수 있다
우리 엄마도 가능하다
쉽다
난이도를 줄이는 방법이 있다
■ 익숙해지면 할 수 있다
고인물 게임
풀가능

[[ 플레이타임 ]]
■ 100시간 이상
50시간 이상
30시간 이상
10시간 이상
5시간 가량
1시간 이하

[[ 버그 ]]
■ 발견하지 못함
크게 신경 쓰이지 않음
꽤 많다
플레이 조금 풀가능
플레이 매우 풀가능

[[ 몰입도 ]]
정신을 차리고 보니 다음날
시간이 너무 빨리 간다
빠져든다
■ 적당하다
집중이 안 된다

[[ 중독성 ]]
매일매일 생각 난다
다른 일을 하다가도 생각이 난다
가끔씩 하고 싶어진다
엔딩 본 이후로 안하게 된다
■ 이런 게임이 있었나..?

[[ 게임성 ]]
완벽에 가까움
정교함
쫄깃함
적절함
■ 부족함
지루함
게임이 아니다"
638,638,619320,Skatemasta Tcheco,2020-01-31 00:00:00,2200.0,5.0,5.0,Action,0.0,0.0,Action,2.0,0.0,0.0,,very positive,single only,98.0,6.0,1.6,24.0,,
639,639,619330,Duck Hunting,2017-04-05 00:00:00,8500.0,6.0,6.0,Indie,0.0,0.0,Indie,2.0,0.0,0.0,,mixed,single only,10.0,7.0,,,,게임이 매우 좋아서 구매를 하였는데 그러나 실행이 안됩니다. 그 부분이 고쳐졌으면 합니다. 수정을 하여 다시 업데이트 부탁합니다.
640,640,619340,EGOS - Tales of Fallen Souls,2017-07-28 00:00:00,1100.0,6.0,6.0,Adventure,0.0,90.0,Early Access,2.0,0.0,1.0,,mixed,single only,35.0,30.0,49.2,13889.0,4.2,"EARLY ACCESS REVIEW
퉷"
641,641,619350,Sandra and Woo in the Cursed Adventure,2017-05-06 00:00:00,5500.0,6.0,6.0,Adventure,0.0,27.0,Adventure,2.0,0.0,1.0,,mixed,single only,16.0,7.0,0.0,13.0,65.9,
642,642,619380,The little vampir,2017-06-30 00:00:00,6500.0,6.0,6.0,Casual,0.0,0.0,Casual,2.0,0.0,0.0,,1 user reviews,single only,5.0,1.0,,,,"총평
<메이플 인내의 숲 좋아하면 사볼만함>
<If you guys liked DarkSoul and Maplestory, then I recommand you to play this game>
장점
1. 6500원 대비 스토리도 나름 괜찮고 게임안에 구현된 스킬도 충분히 개연성이 있음
2. 아티펙트 모으고, 스킬 써가면서 게임 설계하는 느낌이 나름 괜찮음
3. 체력이 한정되어 있어서 스킬을 토글하고 상황에 따라 선택해야 하는 것을 강요하는게 재밌었음
개선점
1. 오른쪽 위에 메이플처럼 미니맵이 나오면 좋겠음. 맵 넓게보는 스킬을 써도 동선 짤때 조금 어려움
2. 난이도가 어려운데 어려운 만큼 재미가 있냐 또 그건 아님. 그냥 어렵기만 하고 플레이어 몰입을 주는 요소가 적은듯..
3. 제작자 소개기능에 스킵 기능 추가해주셨으면 좋겠고, 가끔 한국어로 설정 했는데, 영어로 나올때가 있어써 당황했음.

Holy how this game is difficult as hell"
643,643,619390,Oddworld: Soulstorm Enhanced Edition,2022-06-22 00:00:00,41000.0,3.0,3.0,Action,0.0,32.0,Action,12.0,0.0,0.0,,mixed,single only,64.0,31.0,41.9,128.0,76.5,
644,644,619400,Fluffy Creatures VS The World,2017-04-10 00:00:00,1100.0,6.0,6.0,Action,0.0,0.0,Indie,1.0,0.0,0.0,,mixed,single only,105.0,155.0,14.0,1561.0,,"Product received for free

나만 알고싶은 갓겜. 촉수엄금 앙빅이 재밌게 빡친다면 이건 그냥 빡침 쓰레기통으로 쑥."
645,645,619430,World of Castles,2017-09-16 00:00:00,32000.0,6.0,6.0,Indie,0.0,0.0,Strategy,7.0,0.0,0.0,,mixed,single only,64.0,82.0,,,,
646,646,619470,Boss Defiance - Heroic Edition,2017-09-02 00:00:00,10500.0,5.0,5.0,Action,0.0,8.0,Indie,5.0,0.0,0.0,,mixed,multi only,7.0,7.0,,,3.9,
647,647,619480,"Rock, Ken, Bo",2017-05-05 00:00:00,4400.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,2 user reviews,single only,2.0,1.0,,,,"그냥 친구랑 가위바위보 하는게 재미있습니다.

친구 없으시면 구매하세요

멀티는 롤컬멀티 밖에 없으니,

싱글모드에서 컴퓨터랑 같이 하시면 됩니다"
648,648,619490,Fear of Clowns,2017-04-29 00:00:00,1100.0,6.0,6.0,Action,0.0,0.0,Indie,2.0,0.0,0.0,,mostly positive,single only,115.0,56.0,,,,튕기는게 제일 공포
649,649,619500,cyubeVR,2018-01-27 00:00:00,20500.0,6.0,6.0,Adventure,0.0,57.0,VR,1.0,0.0,0.0,very positive,very positive,single only,604.0,58.0,4.7,34.0,86.5,"EARLY ACCESS REVIEW
총평
2022년 4월 기준 현재까진 한국어 지원이 없어 언어의 압박이 있고
아직 얼리엑세스라 부족한게 많지만 지속적인 발전으로 마인크래프트 VR과 다른 느낌을 받을 수 있습니다.

장점 :
빼어난 경관과 사실적인 그래픽으로 시각적으로 볼만합니다.
도구를 비롯한 생산물 완성시 더욱 사실적인 모습으로 변화되며
날씨 변화도 있어서 다양한 상황의 세계를 체험할 수 있습니다.
또한 창작마당 지원으로 여러 유저들이 만든 새로운 블럭들과 오브젝트들을 사용할 수 있어
더욱 다양한 건설을 지원합니다.

단점 :
팔 아 파....."
650,650,619590,CubeBall VR,2017-05-11 00:00:00,3300.0,6.0,6.0,Casual,0.0,0.0,Casual,1.0,0.0,0.0,,1 user reviews,single only,1.0,0.0,0.0,1.0,,
651,651,619600,Wrecked: Get Your Ship Together,2017-04-14 00:00:00,0.0,6.0,6.0,Action,0.0,21.0,Free to Play,1.0,0.0,0.0,,mixed,single and multi,28.0,13.0,,,42.8,
652,652,619610,Ultratank,2019-07-15 00:00:00,1100.0,6.0,6.0,Action,0.0,0.0,Tanks,1.0,0.0,0.0,,2 user reviews,single only,2.0,0.0,4.6,1714.0,,
653,653,619620,Cellz,2017-11-01 00:00:00,5500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,2 user reviews,single and multi,1.0,1.0,,,,
654,654,619670,Huge Bang Bang,2017-10-03 00:00:00,4400.0,4.0,4.0,Action,0.0,0.0,Early Access,2.0,0.0,0.0,,5 user reviews,,20.0,5.0,,,,
655,655,619700,Steel Rats™,2018-11-07 00:00:00,12500.0,5.0,5.0,Action,0.0,46.0,Action,13.0,0.0,1.0,,mixed,single only,681.0,446.0,2.7,832.0,37.3,"아직 초반이지만 한국어평이 없어서 소감을...
바이크 타고 달리며 쏘고 부수고 그런걸 생각했는데 트라이얼 시리즈 향기도 살짝 나는게 바이크 플랫포머네요. 조작 잘 해가며 점프하고 피하고 길 찾아내고 그런 류의.. 그래픽등 게임의 완성도는 괜찮습니다."
656,656,619740,The Inevitability,2017-04-18 00:00:00,5500.0,6.0,6.0,Adventure,0.0,0.0,Adventure,2.0,0.0,0.0,,mixed,single only,49.0,34.0,36.0,1329.0,,레알 메모지 8장 먹는부분 너프좀 ; 키보드 박살낼것같습니다 ;
657,657,619780,The Swords of Ditto: Mormo's Curse,2018-04-24 00:00:00,15500.0,1.0,1.0,Action,0.0,20.0,Adventure,10.0,0.0,1.0,,,single and multi,1313.0,798.0,8.2,1852.0,80.4,ㅋㅋㅋ 사전예약때는 멀티 써놓고 겜 나오니까 멀티지워놨네 미틴ㅋㅋ
658,658,619810,Fabulous - Angela's High School Reunion,2017-06-22 00:00:00,13500.0,6.0,6.0,Adventure,0.0,17.0,Casual,15.0,0.0,0.0,,very positive,single only,69.0,6.0,,,94.4,"더욱 더 막장스토리를 원했는데
허무한 마무리가 아쉬웠습니다ㅎㅎㅎㅋㅎㅋㅎㅋㅎ"
659,659,619870,Omegaland,2017-07-12 00:00:00,0.0,6.0,6.0,Casual,0.0,52.0,Indie,1.0,0.0,0.0,,very positive,single only,80.0,6.0,,,84.1,
660,660,619880,ATOMEGA,2017-09-19 00:00:00,11000.0,6.0,1.0,Action,0.0,31.0,Action,10.0,0.0,0.0,,mostly positive,,1031.0,299.0,,,60.0,"재밌지만 아쉬운게임,
매우재미있지만 한정된 캐릭터.
한정된 모드 ,한정된 규칙으로 플레이하다 보니
많이 하면 질린다.
맵만 많이 업데이트 하지만
정작 바뀌는것은 맵 지형뿐이다.
재미있긴하지만 아쉬우며
진화하면서 공격이 강해지는것,
크기가 커지는것,외에 특수한 능력이 없다...
최대한 게임을 살리기를 바랬으나....
유비가 버린 게임"
661,661,619890,Evil Glitch,2017-05-31 00:00:00,3300.0,6.0,5.0,Action,0.0,27.0,Action,1.0,0.0,0.0,,positive,single only,29.0,3.0,,,4.6,
662,662,619910,Just Cause™ 3: Multiplayer Mod,2017-07-21 00:00:00,0.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,mostly positive,mostly positive,,1911.0,532.0,10.8,614.0,,
663,663,619930,Spring Bonus,2017-04-12 00:00:00,7500.0,5.0,5.0,Casual,0.0,0.0,Casual,1.0,0.0,0.0,,positive,single only,44.0,9.0,0.5,8.0,,"홀리데이 보너스 보다는 살짝 난이도가 있으나 여전히 편안히 플레이 할 수 있는 게임입니다.

콤보의 횟수와 내려오는 속도등에 조절을 잘해 시원시원한 감이 있네요.

홀리데이 보너스 -> 스프링 보너스 -> 스푸키 보너스 등으로 개발을 한것 같습니다.

클리어에는 6시간정도 걸렸네요. 재밌게 했습니다.
처음 하시는 분 혹은 주변에 안 해보신분께 추천해드리기에 좋은 게임같아요."
664,664,620070,Vroom Kaboom,2018-08-14 00:00:00,0.0,6.0,6.0,Action,0.0,12.0,Free to Play,3.0,0.0,1.0,,mixed,single only,57.0,51.0,,,2.2,
665,665,620080,A Clockwork Ley-Line: The Borderline of Dusk,2017-12-19 00:00:00,20500.0,1.0,1.0,Adventure,0.0,0.0,Anime,2.0,0.0,1.0,,positive,single only,43.0,3.0,0.7,14.0,,
666,666,620130,Chaos Town,2017-05-29 00:00:00,5500.0,5.0,5.0,Action,0.0,40.0,Action,1.0,0.0,1.0,,5 user reviews,single only,19.0,3.0,41.2,3551.0,2.3,
667,667,620140,Bottle Flip Challenge VR,2017-04-09 00:00:00,7500.0,6.0,6.0,Casual,0.0,39.0,Casual,1.0,0.0,0.0,,5 user reviews,single only,3.0,2.0,,,70.8,
668,668,620170,Icarus Starship Command Simulator,2017-05-27 00:00:00,4400.0,5.0,5.0,Action,0.0,24.0,Indie,1.0,0.0,0.0,,positive,single only,42.0,5.0,,,81.4,
669,669,620180,Nerepis,2020-03-03 00:00:00,5500.0,6.0,6.0,Action,0.0,17.0,Hack and Slash,11.0,0.0,0.0,,no user reviews,single only,0.0,1.0,,,22.3,
670,670,620190,Gunsmith,2018-05-26 00:00:00,20500.0,5.0,5.0,Action,0.0,16.0,Immersive Sim,7.0,0.0,0.0,,mostly positive,single only,684.0,208.0,23.6,502.0,49.5,"Product refunded

EARLY ACCESS REVIEW
미사일은 낚시입니다 이 게임에 미사일은 없습니다"
671,671,620210,Fatal Twelve,2018-03-31 00:00:00,20500.0,1.0,1.0,Adventure,0.0,31.0,Visual Novel,4.0,0.0,1.0,,overwhelmingly positive,single only,640.0,30.0,4.5,51.0,89.4,"흔한 어드밴쳐라고 생각하고 했다가 멍하게 보는 게임입니다. 영어만 가능한게 단점이다만 해석이 가능하면 강력 추천합니다.
내용은 말하면 재미 없어지니 직접 해보시기 바랍니다. 엔딩은 많으니 세이브는 분기 잘 잡아서 하시기 바랍니다."
672,672,620220,Catmaze,2018-05-24 00:00:00,10500.0,5.0,5.0,Action,0.0,21.0,Metroidvania,7.0,0.0,1.0,,very positive,single only,356.0,59.0,1.7,35.0,36.5,"제작자가 플랫포머 게임을 별로 못 해본건지, 아니면 처음 만드는 거라 익숙하지 못한 건지는 모르겠으나
게임이 이것저것 불편하고 조작이 답답하다.

평소 플랫포머 게임은 나름 좋아하는 편이지만 이 게임은 하면 할 수록 점점 화만 쌓이는 거 같아 중도 하차함.

-- 12/25 평가 갱신 --

겉으로 보고 할만하다거나 귀엽다거나 해서 살 생각이면 당장 접는 걸 추천한다.
게임은 즐기는 것이라는 마음으로 다시 잡아보았으나 이 게임 자체가 쓸데없이 긴 동선과 여기저기 막혀있는 길, 오가는 길을 더럽게 방해해대는 잡몹, 낙뎀입기 쉬운 지형, 불편한 조작, 2단 점프나 활공 능력이 필요해보이는 장소는 드럽게 많은데 길치전 오지게 구울 동안 주지를 않는다. 퀘스트를 받거나 도중에 갱신을 해줘야 진행이 되고 그놈의 괭이 새X는 대체 왜 몹들이 그리 많은 지역으로 도망가는지 왜 걔는 하나도 다치질 않는건지 이해가 안 되는 전형적인 플랫포머 전개에다 이마저도 쫓으려하면 길이 돌아서 돌아서 여기가 길인가 저기가 길인가 싶다가 여기가 아니다 싶어서 돌아가면 거기도 아니고 세이브랑 웨이포인트랑 상점이 죄다 중구난방으로 멀리 있어서 이동하기도 귀찮은데 길 찾다가 시간 다 가는 게임."
673,673,620280,Freefall,2017-06-02 00:00:00,5500.0,5.0,5.0,Action,0.0,13.0,Action,1.0,0.0,0.0,,positive,single only,14.0,0.0,0.0,3.0,84.1,
674,674,620310,Bonny's Adventure,2017-04-26 00:00:00,4400.0,6.0,6.0,Action,0.0,0.0,Adventure,1.0,0.0,0.0,,6 user reviews,single only,11.0,1.0,1.0,2494.0,,
675,675,620330,Scrapper,2018-01-25 00:00:00,10500.0,6.0,6.0,Action,0.0,16.0,Indie,1.0,0.0,1.0,,5 user reviews,single only,4.0,1.0,,,60.1,
676,676,620340,Cubrick,2017-04-13 00:00:00,2200.0,5.0,5.0,Casual,0.0,31.0,Indie,1.0,0.0,0.0,,positive,single only,21.0,1.0,,,21.2,
677,677,620350,Dark Hope: A Puzzle Adventure,2020-01-17 00:00:00,10500.0,5.0,5.0,Adventure,0.0,6.0,Adventure,1.0,0.0,0.0,,mixed,single only,9.0,8.0,,,31.8,
678,678,620360,Toy Clash,2017-08-25 00:00:00,15000.0,6.0,6.0,Casual,0.0,0.0,Casual,7.0,0.0,0.0,,positive,single only,41.0,1.0,,,,"모바일 게임중 팔라독을 기억한다면 이 게임을 추천한다!
아기자기한 캐릭터들 화끈한 마법~
VR 만의 매력이 더해진 부분은 바로 유닛을 직접 손으로 원하는 위치에 놓을수 있다는 점!"
