,Unnamed: 0,appid,is_top_seller,title,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate,review
92,92,204360,1,Castle Crashers®,2012-09-27,15500.0,2,2,Action,0,12,Co-op,11,0,1,overwhelmingly positive,overwhelmingly positive,single and multi,89410,3466,907.4,15960.0,49.3,역시 아빠와나를 만든 이회사는 첨부터 달랐다;
93,93,238320,1,Outlast,2013-09-04,20500.0,2,2,Action,0,14,Horror,9,0,1,overwhelmingly positive,overwhelmingly positive,single only,84335,3242,492.8,11684.0,44.5,
94,94,70,1,Half-Life,1998-11-09,10500.0,1,1,Action,0,0,FPS,8,0,1,overwhelmingly positive,overwhelmingly positive,single only,73270,2614,678.4,5998.0,,"겉은 낡았을 지 몰라도, 속은 여전히 반짝이는 작품이라고 생각한다.





















그리고 한국어 더빙은 전설로 남겠지."
95,95,311690,1,Enter the Gungeon,2016-04-05,16000.0,1,1,Action,0,54,Bullet Hell,11,0,0,very positive,overwhelmingly positive,single only,64568,2618,1175.1,15767.0,86.6,얼마 안 했는데 재밌네요
96,96,620980,1,Beat Saber,2019-05-22,31000.0,6,6,Indie,0,26,VR,7,1,1,overwhelmingly positive,overwhelmingly positive,single only,61267,2547,950.9,42095.0,80.5,"커스텀곡 추가방법

2021.02.06 갱신.

1. 통합 모드 어시스턴트를 아래 주소에 들어가서 받습니다.
https://github.com/Assistant/ModAssistant/releases
(가장 최신버전의 ModAssistant.exe만 받으시면 됩니다.)

2. 다운받은 파일을 실행합니다.

3. 인트로 페이지에서 동의 여부를 선택하시고 왼쪽의 메뉴에서 모드를 누릅니다.

기본적으로 체크된 모드만 설치하셔도 커스텀곡을 다운받아 즐기는 데에는 문제가 없습니다만, 더 쾌적한 플레이나 재미있는 플레이를 위해서는 각각의 모드 설명을 읽어보며 적용하고 싶은 모드를 적용을 해보시는것을 추천드립니다.

4. 비트세이버를 한번 켰다가 꺼주세요.(vr연결이 안된 상태여도 상관 없습니다.)

5. 비트세이버를 키시고 게임을 재미있게 즐기면 됩니다.

ps. 모드에 따라 게임 내부에서 다운로드가 가능합니다만, 혹시 모르기에 게임을 통하지 않고 노래를 넣는법을 적습니다.

1. 에 들어가서 플레이 하고 싶은 노래를 찾습니다.
2. 다운로드를 눌러 노래를 다운 받습니다.
3. 스팀 라이브러리에서 비트세이버를 찾아서 우클릭 후, 속성에 들어갑니다.
4. 상단 탭에서 로컬 파일을 찾아 누른 후, 찾아 보기 버튼을 누릅니다.
5. 다운받은 노래를 Beat Saber_Data폴더 안의 CustomLevels 폴더에 압축을 풀어서 집어 넣습니다.
6. 재미있게 플레이 합니다. ^^




아래 설명은 구버전이므로 무시하세요.
===================================================
1. 를 설치합니다.
모드 다운 주소:


2. 커스텀 모드 설치를 완료했으면, 을 골라서 다운받습니다.
커스텀곡 다운 주소:


3. 커스텀 곡을 다운받았으면, 를 엽니다.
폴더를 여는 법
1-스팀 좌측상단의 를 연다.
2-가지고 있는 게임목록에서 를 찾는다.
3-Beat Saber를 우클릭하여 을 클릭한다.
4-을 누른 후, 버튼을 누른다.

4. 열린 폴더안에 새로 추가된 폴더인 를 열고 다운받은 커스텀곡 파일을 넣는다.

5. 게임을 키고 한다.



커스텀곡 패치를 하면 게임 내에서도 받을 수는 있지만, 왠진 몰라도 전 안받아져서 그냥 게임밖에서 받는 방법을 여기 적어둡니다.

게임 내에서 받는 법

패치를 하고 추가된 비트서버 버튼을 누르고 곡을 고른다.
다운받아진 곡을 플레이에 들어가 재미있게 플레이한다.




============================================================
모드가 업데이트되었습니다.
이제 게임내에서도 잘 받아집니다.
새로 넣은순으로 정렬도 됩니다.

+a 커스텀 캐릭터, 커스텀 소드, 장애물벽 투명화, 관전카메라 3인칭모드 등등 다양한 모드들이 있습니다.
비트세이버 모딩 그룹 디스코드를 이용하시면 많은 자료와 빠른소식을 접하실 수 있습니다."
97,97,1196590,1,Resident Evil Village,2021-05-07,48400.0,1,1,Action,0,49,Survival Horror,13,1,1,overwhelmingly positive,overwhelmingly positive,single only,73907,3145,1227.2,106631.0,90.2,
98,98,683320,1,GRIS,2018-12-13,17500.0,1,1,Adventure,0,17,Beautiful,10,1,1,overwhelmingly positive,overwhelmingly positive,single only,54211,1923,151.5,1345.0,91.7,"== 가격 ==
■ 정가 줘도 좋음
□ 20% 세일까지 존버
□ 50% 세일까지 존버
□ 70% 이상 세일까지 존버

== 그래픽 ==
□ 개아름다움
■ 아주 좋음
□ 좋음
□ 그냥 그럼
□ 별로임
□ 개후짐 ;;

== 사운드 ==
□ 개황홀함
■ 아주 좋음
□ 좋음
□ 그냥 그럼
□ 별로임
□ 개귀갱 ;;

== 사양 ==
□ 초고사양 컴
□ 고사양 컴
□ 적당한 컴
□ 가정용 컴
■ 노트북
□ 지뢰찾기용 컴

== 한글화 ==
■ 한글화가 되어있음
□ 한글화가 되어있는데 애매함
□ 유저 한글화가 되어있음
□ 유저 한글화가 되어있는데 애매함
□ 비한글화지만 지장 없음
□ 비한글화로 플레이가 어려움

== 난이도 ==
□ 고인물 맞춤
□ 어려움
■ 적당함
□ 쉬움
□ 유아용 수준

== 스토리 ==
□ 미쳤음
■ 재미있음
□ 평범함
□ 별로임
□ 개후짐
□ 없음

== 플레이타임 ==
□ 100시간 이상
□ 50시간 이상
□ 30시간 이상
□ 10시간 이상
■ 5시간 가량
□ 1시간 이하

== 버그 ==
■ 전혀 없음
□ 1~2개 있음
□ 자주 보임
□ 꽤 많음
□ 플레이 불가 수준
□ 게임 자체가 버그 덩어리

== 게임성 ==
□ 완벽에 가까움
■ 굉장히 재미있음
□ 재미있음
□ 적당했음
□ 별로임
□ 쓰레기임
□ 핵 폐기물 수준"
99,99,206440,1,To the Moon,2011-11-01,10500.0,2,2,Adventure,0,0,Story Rich,13,0,1,overwhelmingly positive,overwhelmingly positive,single only,60018,2217,98.1,601.0,,"알만툴계의 혁명 / 도트로 느낄 수 있는 최고의 감동 / 한 편의 영화를 본 느낌 / 뛰어난 스토리, 흠 잡을 데 없는 OST

등의 수식어를 장식하고 있는 스팀유저들 대부분이 인정하는 갓게임 입니다. 저 역시 그래픽만 보고 지금까지 이 게임을 피해왔으나, 여름세일 때 싼 맛에 사놓았다가 최근에 플레이를 했습니다. 그리고 위의 수식어들이 과장된 것이 아니란 걸 비로소 체감할 수 있었지요.

+ 말이 필요 없는 한땀 한땀 장인정신으로 찍어낸 깔끔하고 아름다운 도트 그래픽
+ 게임 속 이야기에 깊이 빠져들게 해줄 완벽한 OST(이 곡만 들으면 이제 감성이 터지는 걸 막을 수 없다)
+ 알만툴로 만들었다고는 믿기 힘든 연출력(정말 아름답고 예쁘다)
+ 혀를 내두를 수밖에 없는 완벽한 스토리 라인, 그리고 치밀한 복선
+ 엔딩만 보면 되는 단 하나의 도전과제
+ 스팀 트레이딩 카드 파밍 시간도 적절하다
+ 완벽한 공식한글화(하지만 도전과제가 안 깨진다는 버그가 있다)
+ 찾아보니 DLC 유저한글화가 있다 '-' 감사할 따름

- 아쉬웠던 점? 그런 거 없다

이걸 플레이하고 나서야 ""어떻게 스포일러를 하지 않고 이 게임이 훌륭한지 판단할 수 있죠?"" 라는 평가란이 이해가 되었다. 그만큼 깔끔한 스토리였고, 아름다운 연출이었으며, 언제까지나 잊혀지지 않을 감성적인 ost였다.

""또? 또?"" 라는 단순한 단어가 이렇게 내 가슴을 울리는 일은 과거에도 없었고, 앞으로도 없을 듯 하다."
100,100,1167630,1,Teardown,2022-04-21,22500.0,6,6,Action,1,27,Destruction,1,0,0,very positive,overwhelmingly positive,single only,43905,1904,2077.7,8221.0,19.5,"EARLY ACCESS REVIEW
집에 불이붙으면 집을 부수세요 그럼 불이 꺼집니다^^"
101,101,1593500,1,God of War,2022-01-15,45800.0,1,1,Action,0,37,Action,18,0,0,overwhelmingly positive,overwhelmingly positive,single only,51395,1615,4147.4,73529.0,90.4,
102,102,207610,1,The Walking Dead,2012-04-25,15500.0,6,3,Adventure,0,48,Zombies,5,0,1,overwhelmingly positive,overwhelmingly positive,single only,56197,1732,156.1,12067.0,83.5,"언젠가 페이데이2를 하면서 생각한게 있다. 혹시 내가 싸이코 패스가 되버린걸까 따른게임을 하더라도 아무생각없이 찌르고 쏘고 막죽이는데.. 음.. 그런걸까 하면서 어쩌다 워킹데드를 시작했다.(사실을 세일해서 사서 한거지! 사랑해요 그린맨 게이밍)

에피소드1을 했었다.. 그때의 충격은.. 말그대로 충격과 공포 내 선택으로 인해서 한사람은 죽고 한사람은 산다는게 이게 영화에서 봤을때랑 내가 선택했을때랑 감정이 매우달랐다. 왜 영화에서 그러한 행동을 한 인물들이 충격에 빠지는지 어느정도는 알수있었다. 에피소드1 을 끝냈을땐 '와.. 누가 게임이 폭력성과 선정성을 증진시킨다고 했나?' 이런느낌이였다. 정말 느끼는 점이 많은 에피였다.

그 외에 234 에피도 충분히 재밋지만

에피5만 말해보자면 본인은 하루에 한에피 라는 규칙을 정하고 게임을 했는데 그렇게 되면 5일만에 엔딩을 봤다. 엔딩을 봤을때 부끄럽지만 눈물을 감출수가 없었다.. 5일동안 리에게 감정이입을 한 결과일까 게임하면서 눈물을 흘려본적이 없는데..흑흑.. 방심의 결과다.

혹여나 이 리뷰를 보면서 살까 말까 결정한다면 '좀비아포칼립스가 온다면 나는 어떻게 행동할까?' 이런 궁금증이 생긴다면 꼭 한번 해보길바란다. 전체적인 틀은 정해져있지만 내 행동에 따라 스토리가달라진다는 사실을 인지하길 바란다. 그리고 시대의 명작을 놓치지 않길 빈다."
103,103,500,1,Left 4 Dead,2008-11-17,10500.0,1,1,Action,0,73,Zombies,17,0,0,overwhelmingly positive,overwhelmingly positive,single only,40153,1607,632.6,2333.0,68.7,
104,104,629730,1,Blade and Sorcery,2018-12-11,20500.0,5,5,Action,1,0,VR,1,0,0,overwhelmingly positive,overwhelmingly positive,single only,31873,1157,955.8,10235.0,,
105,105,35140,1,Batman: Arkham Asylum Game of the Year Edition,2010-03-27,21000.0,6,1,Action,0,47,Action,5,0,0,overwhelmingly positive,overwhelmingly positive,single only,41993,1578,574.5,6739.0,74.0,최근 클리어했는데 재밌습니다 강력추천!
106,106,386940,1,Ultimate Chicken Horse,2016-03-05,15500.0,4,4,Action,0,31,Multiplayer,15,0,1,overwhelmingly positive,overwhelmingly positive,multi only,27729,1020,652.2,2705.0,75.9,"너무너무 재미있어요 몇 시간이고 하고 싶어요

단 한 가지 단점이 있다면 DLC가 필요하단 거네요 같이 플레이할 친구도 팔아주세요"
107,107,413410,1,Danganronpa: Trigger Happy Havoc,2016-02-18,21000.0,2,2,Adventure,0,38,Anime,3,0,0,very positive,overwhelmingly positive,single only,22620,844,373.7,3374.0,84.7,수많은 여캐들을 제쳐버린 나에기의 치명적 매력
108,108,557340,1,My Friend Pedro,2019-06-21,20500.0,1,1,Action,0,30,Action,10,1,1,very positive,overwhelmingly positive,single only,23424,967,54.2,6320.0,85.0,
109,109,261030,1,The Walking Dead: Season Two,2013-12-18,15500.0,6,3,Adventure,0,40,Zombies,1,0,0,overwhelmingly positive,overwhelmingly positive,single only,24981,1013,65.2,18433.0,88.3,클레멘타인이 툼레이더가 되는 과정을 볼 수 있었다. 그녀는 전사였고 시작부터 끝까지 원맨플레이를 보였다. 그녀는 지구가 멸망해도 살아남을 것 같고 효도르와 1:1 길거리 싸움을 한다면 이길 것 같다. 혼자서 외과수술 가능.
110,110,413420,1,Danganronpa 2: Goodbye Despair,2016-04-19,21000.0,2,2,Adventure,0,47,Anime,3,0,0,very positive,overwhelmingly positive,single only,19577,708,387.8,1848.0,79.3,캐릭터에 정을 들이면 안 된다는 것을 알게 되었습니다.^^
111,111,247080,1,Crypt of the NecroDancer,2015-04-24,16000.0,4,4,Action,0,44,Rhythm,11,0,1,very positive,overwhelmingly positive,single and multi,20793,854,177.8,2234.0,46.3,상점 주인 노래 잘 부름
112,112,32440,1,LEGO® Star Wars™ - The Complete Saga,2009-11-13,20500.0,6,6,Adventure,0,0,LEGO,5,0,0,overwhelmingly positive,overwhelmingly positive,single only,18253,628,312.5,1933.0,,자자빙크스는 여기서도 쓸모가없다.
113,113,653530,1,Return of the Obra Dinn,2018-10-19,20500.0,2,2,Adventure,0,16,Detective,12,0,1,overwhelmingly positive,overwhelmingly positive,single only,16579,546,141.5,1220.0,62.2,
114,114,1388880,1,Doki Doki Literature Club Plus!,2021-07-01,15500.0,6,4,Casual,0,19,Psychological Horror,12,0,1,overwhelmingly positive,overwhelmingly positive,single only,15743,539,168.0,6912.0,59.4,
115,115,1127500,1,Mini Motorways,2021-07-20,10500.0,4,4,Casual,0,90,Casual,14,0,0,overwhelmingly positive,overwhelmingly positive,single only,13150,548,504.3,9914.0,98.6,"진짜 끔찍하기 짝이 없다
내가 도로교통공사에서 일한 것도 아닌데
억장이 무너진다

아니 이 도로를 예쁘게 지어놓으면 그거에 맞춰 건물을 지어야지
건물을 무슨 거지발싸개같이 이쪽에다 툭 저쪽에다 툭
그리고 욕은 내가 다먹고 할말이 많지만 암튼 그런 게임이다..

재밌긴 하다."
116,116,1235140,1,Yakuza: Like a Dragon,2020-11-11,59800.0,6,1,Action,0,63,RPG,11,0,1,very positive,overwhelmingly positive,single only,16186,620,1308.1,9508.0,85.9,
117,117,512900,1,Streets of Rogue,2019-07-13,20500.0,4,2,Action,0,52,Roguelite,8,0,1,overwhelmingly positive,overwhelmingly positive,single and multi,15323,556,489.4,4265.0,83.3,"게임 내의 어색한 번역들을 수정한 한국어 개선 번역 파일입니다.

(2019년 07월 23일 기준) ※주의! 100% 작업물이 아니며, 지속적으로 업데이트 됩니다.



- 적용방법

1. 다운로드

2. 압축 해제

3. Streets of Rogue 설치 폴더 -> StreetsOfRogue_Data 폴더 -> Localization에 모든 파일에 덮어씌우기

4. 게임 플레이 후, 설정 -> 언어 -> 팬 번역(Fan Translation) 을 켜기(on)로 전환




180721
-Big Quest 관련 내용 번역 추가
-기타 단어 및 문장 추가 수정

180722
-각종 대사 수정 및 추가

180731
-Alpha 56 업데이트 적용
-Description 일부 수정


181021
-Alpha 61 업데이트 일부 적용
-일부 대사, 문구는 미적용


190720
-일부 문장, 용어 수정
-엔딩 번역 추가
-번역되지 않은 대사들이 출력되지 않던 문제 해결
-기지의 NPC들 대사 번역
-알려진 문제(대부분 번역은 해놨으나 출력되지 않는 문제)
-아이템 새로고침 (re-roll item)의 번역문 미출력
-돌연변이 항목 하나의 번역문 미출력
-사용자 지정 캐릭터 생성에서 UI 미출력 문제
-오디오 옵션의 항목 하나의 번역문 미출력


190723
-일부 문장, 용어 수정







* 100%가 아닙니다. 틈틈히 작업하여 업데이트를 따라 잡으려 하고 있습니다.

** 원문이 쓰이는 상황을 파악하지 못하여, 아직도 어색한 부분이 있을 수 있습니다. 해당 부분 발견하신다면 제보 부탁드립니다.

*** 아직 수정하지 않은 부분은 영문으로 표기될 수 있습니다.

**** 번역 제안이나 어색한 점 있으면 알려주시기 바랍니다.

***** 특별히 파일을 수정하여 저장 방식을 바꾸지 않는 이상 글씨가 깨지지 않습니다. 혹시 계속 글씨가 깨지는 문제가 있다면 제보해주세요."
118,118,1284190,1,The Planet Crafter,2022-03-25,20500.0,4,4,Adventure,1,23,Open World Survival Craft,10,0,0,overwhelmingly positive,overwhelmingly positive,single only,10819,414,1027.7,14237.0,93.8,"EARLY ACCESS REVIEW
할 일 이 없 네 .

일감 좀 업뎃 해줘

그리고 테라포밍 끝났는데

밖에서 산소통으로 만 숨 쉬는거 에바 아냐??"
119,119,335670,1,LISA: The Painful,2014-12-15,10500.0,4,4,Adventure,0,68,Dark Humor,1,0,1,overwhelmingly positive,overwhelmingly positive,single only,11847,459,31.1,1157.0,88.9,
120,120,1127400,1,Mindustry,2019-09-27,6500.0,6,6,Strategy,0,54,Base Building,18,0,0,very positive,overwhelmingly positive,single and multi,11086,405,573.0,2676.0,80.2,"팩토리오

참고로 모바일은 무료"
121,121,287980,1,Mini Metro,2015-11-07,10500.0,4,4,Indie,0,63,Strategy,25,0,0,very positive,overwhelmingly positive,single only,12248,439,143.6,2101.0,77.2,"왜 응암 삼각지대를 만들었는지 살면서 이해를 못했다.
이 게임을 통해서 어떤식으로 선로를 설치해야 될 지를 이해했지만
아직도 왜 응암 삼각지대를 만든지 모르겠다.

p.s 한글 안된다고 경고까지 띄우지만 사실 한글 지원해줌."
122,122,456750,1,The Room Three,2018-11-13,6500.0,2,2,Adventure,0,10,Puzzle,8,0,0,very positive,overwhelmingly positive,single only,8064,291,100.8,1331.0,88.8,"세기의 명작 방탈출 게임 시리즈, 그 세번째.

방탈출 게임 그 자체로 평가받고 있는 공전절후의 명작 방탈출 퍼즐 게임이 돌아왔다! 하나의 거대한 상자를 풀어내던 1편과 각기 다른 방을 돌아다니던 2편에 이어, 이번 3편은 하나의 거대한 탑을 배경으로 해 그 스케일이 훨씬 더 커졌다. 이미 모바일로 출시됐던 게임이지만 앞서 출시됐던 두 작품이 그랬듯 PC로 이식되면서 대대적인 그래픽의 향상이 이루어졌다. 어마어마한 퀄리티의 그래픽을 통해 구현된 거대한 탑의 내부, 그리고 정교함과 복잡함으로 가득한 퍼즐로 플레이어를 압도한다.

퍼즐의 정교함은 이보다 더 뛰어날 수가 없을 수준이다. 얼핏 보기에도 복잡하기 그지없어보이는 장치들이 굉장히 논리적이고 합리적으로 구성되있어 해당 장소를 유심히 관찰하고 때로는 렌즈를 활용해 퍼즐을 풀어나가는 재미가 상당하다. 어느 정도 헤메다보면 힌트도 친절히 제공하는 데다가 각 장치들이 적당한 곳에 아주 잘 배치되어 있어 게임의 흐름도 매우 부드럽게 이어나갈 수 있다.

각 장치들이 얼개에 맞게 정교하고 부드럽게 움직이는 과정은 그저 감탄만 나올 따름이다. 이 광경을 가만히 보고있노라면 이걸 과연 현실에서도 구현이 가능할까 하는 의문까지 든다. 굳이 주의할 점이 있다면 이 시리즈가 늘 그렇듯 화면이 대체로 어둡다보니 설정을 통해 화면을 충분히 밝게 해두고 플레이할 것을 권장한다.

스토리의 비중이 그다지 크지 않았던 전작들과는 다르게, 이번 룸 쓰리는 스토리의 비중도 꽤 커졌다. ""장인""이라 불리는 자가 남겨둔 편지를 통해 지속적으로 플레이어에게 질문을 던지고 소통을 시도하며, 탑 안에 배치된 몇몇 퍼즐과 장치는 게임의 상황을 설명하는 데 있어 꽤 중요한 역할을 한다.

보다 심도 있고 미스테리한 스토리를 지니고 있는 만큼 엔딩도 보다 다양해졌다. 한 차례 엔딩을 본 이후 얼마든지 게임의 마지막 부분부터 다시 시작해 다른 엔딩을 모두 챙겨볼 수 있다. 각 엔딩마다 몇 가지 행동이 추가로 요구되고, 각기 다른 내용을 포함하고 있어 모든 엔딩을 챙겨보는 재미가 상당하다. 다만 엔딩을 보기 위해 게임을 다시 시작하는 시점에서 게임 상에서 주어지는 힌트가 전부 끊기는데다가 그 동안 돌아다녔던 모든 장소들을 번갈아 다녀야 해서 공략 없이 모든 엔딩을 스스로 찾아서 보기엔 적잖이 어려울 듯 하다.

방탈출 퍼즐 게임의 정수를 제대로 보여주는 게임이다. 장담컨대 이 게임보다 어느 면에서든지 뛰어나다고 할 만한 다른 방탈출 게임을 찾기란 절대 쉬운 일이 아닐 것이다. 이런 시리즈물이 으레 그렇듯, 1편부터 차례대로 플레이해보는 것도 매우 좋다."
123,123,1948280,1,Stacklands,2022-04-09,5500.0,2,2,Casual,0,16,Card Battler,12,0,0,overwhelmingly positive,overwhelmingly positive,single only,7853,300,1685.2,5135.0,99.0,늑대한테 뼈 주면 개 됩니다 이것때문에 너무 오래하게 되었어요
124,124,813630,1,Supraland,2019-04-05,20500.0,4,4,Action,0,98,Puzzle,16,0,1,very positive,overwhelmingly positive,single only,9310,435,114.6,1397.0,91.9,"장르에 액션이 포함되어있고 젤다와 메트로이드, 포탈을 합친 게임이라고 하지만
실상 퍼즐과 액션 비중이 8:2로 몬스터가 젠되는 퍼즐게임이라고 생각하는게 맞는거 같아요.
혹시나 액션을 생각하면서 이 게임을 보시는 분들은 하신다면 실망할 가능성이 클듯합니다."
125,125,1182620,1,Impostor Factory,2021-10-01,10500.0,2,2,Adventure,0,0,Indie,12,0,1,overwhelmingly positive,overwhelmingly positive,single only,7491,278,18.3,1089.0,,". . . . . . . . . . . . . . . . . . . ,,_ . . . . . . . . ,-'`-, . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . .\,, '``-.__.,.,./ .,., .\ . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . .|,.-;`;` . . ,.,., .,.,.,`-, . . . . . . . . . .
..,,,.,.,._ . . . . . . . . . . . . . . / :o;. . .;o; .['. . . . `'-.,. . . . . . . .
['. . . . . . '`'`'`'`'*-----,.,.,.,._\ . . . -;- . . . . '`-,._ . . . `'-., . . .
'``'*----,,,,,.,.,.,.,_. . . . . . . ..\,, . ,-,-,. . . . . ,.,. `'-, . . . .\,. . . .
. . . . . . . . . . . . . . ``'`'*----.,., .`'`-----'`'`'`` . . . . .`-. . . . \` . .
. . . . . . . . . . . . . . . . . . . . . .`'-. . . . . . . . . . . . . . . . . . .,| . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . . ,|. . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . .
. . . . . . . . . . . . . . . . . . . . . . . |;. . . . . . . . . . . . . . . . .,|. . . ."
126,126,1239690,1,Retrowave,2022-05-07,3300.0,4,4,Action,1,44,Racing,11,0,1,overwhelmingly positive,overwhelmingly positive,single only,7602,397,68.1,638.0,61.2,"EARLY ACCESS REVIEW
신스웨이브 갬성 넘치는데 그거 말곤 별 게 없긴 하다.
칵테일 두 잔 홀짝이고 알딸딸하게 방향키 깔짝이면
적당히 기분 좋아질 것 같은 안주게임."
127,127,1211020,1,Wobbly Life,2020-07-09,14500.0,5,5,Action,1,40,Adventure,1,0,0,overwhelmingly positive,overwhelmingly positive,single and multi,7583,246,1013.6,2895.0,87.6,"EARLY ACCESS REVIEW
제가 저의 인생에서 가장 재밌는 게임 입니다.
12500원이 하나도 아깝지 않을 정도로 너~~~~~~~무 재미 있습니다 꼭 추천해요!!
🥳🥳"
128,128,858210,1,Nova Drift,2019-03-27,15500.0,4,4,Action,1,19,Action Roguelike,9,0,1,overwhelmingly positive,overwhelmingly positive,single only,7824,262,333.4,1133.0,62.9,"EARLY ACCESS REVIEW
재미는 있는데 정식출시는 언제하나요?"
129,129,610370,1,Desperados III,2020-06-17,50900.0,2,1,Strategy,0,36,Strategy,10,0,1,very positive,overwhelmingly positive,single only,9820,333,230.3,5997.0,43.5,
130,130,314650,1,SpaceEngine,2019-06-11,26000.0,6,6,Casual,1,0,Early Access,18,0,1,very positive,overwhelmingly positive,single only,6117,249,80.3,596.0,,"EARLY ACCESS REVIEW
지구와 똑 닮은 행성을 찾기 위해 18 기가광년정도 나왔습니다.
하지만 지구와 닮은 행성 찾기란 너무나도 어렵군요.

그럼에도 불구하고 인류가 살기 좋은 행성을 찾기 위해 여행을 계속합니다."
